STATE,DISTRICT,MARGIN
Pennsylvania,27,25.0
Oklahoma,42,25.0
Oklahoma,27,25.0
American Samoa,29,25.0
Kentucky,11,25.0
New Jersey,10,25.0
Georgia,48,25.0
Utah,26,25.0
District of Columbia,0,25.0
Minnesota,24,25.0
Kansas,13,25.0
Maine,31,25.0
Colorado,7,25.0
Minnesota,15,25.0
Louisiana,39,25.0
Northern Mariana Islands,7,25.0
Delaware,20,25.0
California,23,25.0
Massachusetts,47,25.0
West Virginia,8,25.0
Pennsylvania,28,25.0
American Samoa,20,25.0
Kentucky,12,25.0
Utah,29,25.0
District of Columbia,25,25.0
Minnesota,1,25.0
Georgia,26,25.0
Oregon,39,25.0
Kansas,2,25.0
Maine,6,25.0
Guam,32,25.0
Alabama,6,25.0
Wyoming,36,25.0
Hawaii,5,25.0
Louisiana,40,25.0
Indiana,50,25.0
Northern Mariana Islands,14,25.0
Delaware,45,25.0
California,14,25.0
Idaho,50,25.0
West Virginia,1,25.0
Michigan,16,25.0
American Samoa,15,25.0
Kentucky,5,25.0
District of Columbia,22,25.0
Oklahoma,53,25.0
Ohio,48,25.0
Oregon,46,25.0
Maine,1,25.0
Alabama,31,25.0
Wyoming,43,25.0
Alaska,11,25.0
Hawaii,14,25.0
Louisiana,49,25.0
Indiana,41,25.0
Virginia,5,25.0
Connecticut,27,25.0
South Dakota,15,25.0
Texas,1,25.0
Delaware,38,25.0
California,9,25.0
Montana,10,25.0
Tennessee,12,25.0
Michigan,27,25.0
American Samoa,6,25.0
North Dakota,10,25.0
New Hampshire,31,25.0
Oklahoma,33,25.0
Ohio,43,25.0
Oregon,41,25.0
Maine,8,25.0
Alabama,20,25.0
Wyoming,50,25.0
Missouri,34,25.0
Tennessee,43,25.0
Indiana,32,25.0
Connecticut,18,25.0
South Dakota,0,25.0
Texas,8,25.0
California,0,25.0
Idaho,36,25.0
Montana,3,25.0
Nebraska,4,25.0
Nevada,45,25.0
Kansas,4,25.0
Kansas,11,25.0
Wisconsin,45,25.0
New Hampshire,20,25.0
Arkansas,48,25.0
Ohio,34,25.0
Oregon,16,25.0
Mississippi,41,25.0
Alabama,45,25.0
Georgia,13,25.0
Alabama,38,25.0
Hawaii,16,25.0
Alaska,17,25.0
Louisiana,3,25.0
Tennessee,34,25.0
Indiana,39,25.0
Connecticut,13,25.0
South Dakota,25,25.0
Texas,19,25.0
Alabama,2,25.0
Delaware,48,25.0
Idaho,45,25.0
Montana,4,25.0
Vermont,26,25.0
New Mexico,51,25.0
Colorado,20,25.0
Nevada,34,25.0
Illinois,52,25.0
Colorado,31,25.0
American Samoa,48,25.0
Hawaii,37,25.0
Kentucky,40,25.0
Colorado,10,25.0
Wisconsin,36,25.0
Alaska,32,25.0
New Hampshire,13,25.0
Washington,12,25.0
Iowa,29,25.0
Oregon,27,25.0
New York,34,25.0
Mississippi,32,25.0
Alabama,34,25.0
Wyoming,0,25.0
Colorado,43,25.0
Missouri,44,25.0
Alaska,24,25.0
Louisiana,4,25.0
New Jersey,40,25.0
Connecticut,4,25.0
South Dakota,18,25.0
Guam,37,25.0
Texas,26,25.0
Arizona,17,25.0
California,50,25.0
Idaho,22,25.0
Montana,29,25.0
Vermont,21,25.0
New York,25,25.0
Virginia,27,25.0
Colorado,37,25.0
Illinois,51,25.0
Minnesota,45,25.0
American Samoa,43,25.0
North Carolina,32,25.0
Kentucky,33,25.0
New Jersey,3,25.0
New Hampshire,10,25.0
Washington,5,25.0
Arkansas,34,25.0
Iowa,20,25.0
Oregon,2,25.0
Colorado,0,25.0
Georgia,51,25.0
Hawaii,34,25.0
Nebraska,16,25.0
Louisiana,13,25.0
Tennessee,48,25.0
Rhode Island,44,25.0
Texas,29,25.0
Arizona,26,25.0
California,45,25.0
Idaho,31,25.0
Montana,22,25.0
Vermont,12,25.0
New Mexico,33,25.0
Florida,34,25.0
Nevada,48,25.0
South Carolina,34,25.0
American Samoa,34,25.0
North Carolina,41,25.0
New Hampshire,3,25.0
Washington,26,25.0
Alabama,41,25.0
Arkansas,43,25.0
Iowa,15,25.0
Georgia,1,25.0
Oregon,13,25.0
Virgin Islands,22,25.0
Alabama,48,25.0
Wyoming,14,25.0
Hawaii,43,25.0
Guam,2,25.0
Virginia,0,25.0
Louisiana,22,25.0
New Jersey,38,25.0
Rhode Island,43,25.0
Texas,36,25.0
Arizona,3,25.0
Missouri,33,25.0
Idaho,24,25.0
Montana,47,25.0
Vermont,7,25.0
New Mexico,38,25.0
Florida,43,25.0
Utah,35,25.0
Nevada,9,25.0
Illinois,33,25.0
South Carolina,43,25.0
American Samoa,37,25.0
New York,45,25.0
Colorado,17,25.0
Washington,19,25.0
Arkansas,20,25.0
Iowa,6,25.0
Maryland,16,25.0
Mississippi,13,25.0
Virgin Islands,25,25.0
Northern Mariana Islands,48,25.0
Wyoming,21,25.0
Hawaii,52,25.0
Nebraska,2,25.0
Virginia,7,25.0
Louisiana,31,25.0
New Jersey,31,25.0
Massachusetts,29,25.0
New York,35,25.0
Connecticut,49,25.0
Rhode Island,34,25.0
Texas,47,25.0
Arizona,4,25.0
Idaho,1,25.0
Montana,32,25.0
Tennessee,3,25.0
New Mexico,47,25.0
Florida,52,25.0
Utah,42,25.0
Nevada,14,25.0
Illinois,40,25.0
Michigan,13,25.0
New York,15,25.0
North Dakota,31,25.0
Virginia,49,25.0
North Dakota,3,25.0
New Hampshire,49,25.0
Washington,40,25.0
New York,33,25.0
Arkansas,29,25.0
Iowa,1,25.0
Maryland,9,25.0
Mississippi,4,25.0
Virgin Islands,0,25.0
Georgia,40,25.0
Missouri,8,25.0
Alaska,52,25.0
Virginia,14,25.0
Tennessee,5,25.0
Connecticut,40,25.0
Arizona,13,25.0
Idaho,10,25.0
Georgia,44,25.0
New Mexico,20,25.0
Utah,45,25.0
District of Columbia,41,25.0
Nevada,7,25.0
Illinois,23,25.0
New York,53,25.0
Minnesota,49,25.0
Wyoming,38,25.0
North Carolina,4,25.0
Kansas,50,25.0
Pennsylvania,17,25.0
New Hampshire,46,25.0
Washington,33,25.0
Arkansas,6,25.0
Maryland,6,25.0
Mississippi,3,25.0
Virgin Islands,11,25.0
Nebraska,52,25.0
Virginia,21,25.0
West Virginia,49,25.0
New Jersey,13,25.0
Connecticut,35,25.0
Rhode Island,48,25.0
Michigan,32,25.0
Montana,50,25.0
Vermont,48,25.0
New Mexico,29,25.0
Florida,6,25.0
Utah,52,25.0
District of Columbia,38,25.0
Nevada,28,25.0
Illinois,30,25.0
New York,50,25.0
Oklahoma,5,25.0
Hawaii,46,25.0
North Carolina,13,25.0
North Dakota,9,25.0
Maine,49,25.0
New Hampshire,39,25.0
Washington,38,25.0
Arkansas,15,25.0
Iowa,51,25.0
Indiana,25,25.0
Mississippi,26,25.0
Virgin Islands,50,25.0
Northern Mariana Islands,37,25.0
Louisiana,17,25.0
Oklahoma,12,25.0
Guam,38,25.0
Virginia,28,25.0
West Virginia,42,25.0
New Jersey,2,25.0
Tennessee,52,25.0
Rhode Island,15,25.0
Alaska,40,25.0
Michigan,43,25.0
Vermont,43,25.0
New York,22,25.0
Virginia,34,25.0
North Dakota,18,25.0
New Mexico,2,25.0
Florida,15,25.0
Nevada,21,25.0
Illinois,5,25.0
South Carolina,7,25.0
Minnesota,35,25.0
Ohio,27,25.0
North Carolina,10,25.0
Kansas,32,25.0
Arkansas,8,25.0
Iowa,42,25.0
Maryland,52,25.0
Indiana,16,25.0
Mississippi,17,25.0
Virgin Islands,53,25.0
Northern Mariana Islands,44,25.0
Delaware,15,25.0
Guam,45,25.0
Virginia,35,25.0
West Virginia,35,25.0
Rhode Island,6,25.0
Pennsylvania,39,25.0
Arizona,32,25.0
Vermont,34,25.0
Wisconsin,29,25.0
New Mexico,11,25.0
Florida,8,25.0
Utah,6,25.0
District of Columbia,52,25.0
Illinois,12,25.0
South Carolina,12,25.0
Minnesota,36,25.0
Ohio,18,25.0
North Carolina,19,25.0
Kansas,25,25.0
Maine,35,25.0
Washington,52,25.0
Iowa,37,25.0
Maryland,45,25.0
Indiana,23,25.0
Northern Mariana Islands,19,25.0
Pennsylvania,11,25.0
South Dakota,41,25.0
Delaware,0,25.0
Virginia,42,25.0
West Virginia,36,25.0
Rhode Island,29,25.0
Pennsylvania,40,25.0
Arizona,41,25.0
Missouri,40,25.0
Kentucky,24,25.0
Wisconsin,20,25.0
Florida,17,25.0
Utah,9,25.0
Nebraska,27,25.0
Illinois,11,25.0
South Carolina,21,25.0
Oklahoma,18,25.0
Ohio,13,25.0
North Carolina,24,25.0
New York,42,25.0
Kansas,30,25.0
Maine,42,25.0
Maryland,42,25.0
Indiana,14,25.0
Virgin Islands,39,25.0
Northern Mariana Islands,26,25.0
South Dakota,34,25.0
Delaware,25,25.0
Massachusetts,32,25.0
West Virginia,29,25.0
New York,1,25.0
Massachusetts,2,25.0
Rhode Island,20,25.0
Michigan,4,25.0
Oklahoma,26,25.0
American Samoa,27,25.0
Kentucky,17,25.0
Tennessee,26,25.0
Wisconsin,11,25.0
Florida,26,25.0
Utah,16,25.0
District of Columbia,10,25.0
South Carolina,26,25.0
Minnesota,22,25.0
Ohio,4,25.0
Colorado,12,25.0
Oregon,50,25.0
Kansas,23,25.0
Maine,21,25.0
North Dakota,4,25.0
Alaska,28,25.0
Connecticut,37,25.0
Colorado,50,25.0
Maryland,35,25.0
Indiana,5,25.0
Colorado,45,25.0
Virgin Islands,46,25.0
Northern Mariana Islands,1,25.0
Alaska,29,25.0
Delaware,18,25.0
California,29,25.0
Massachusetts,41,25.0
West Virginia,22,25.0
Rhode Island,19,25.0
Montana,25,25.0
Pennsylvania,26,25.0
American Samoa,18,25.0
Kentucky,10,25.0
Wisconsin,2,25.0
Utah,27,25.0
District of Columbia,3,25.0
Minnesota,31,25.0
Georgia,25,25.0
Kansas,12,25.0
Maine,28,25.0
Alabama,0,25.0
Michigan,15,25.0
Vermont,50,25.0
Louisiana,38,25.0
Northern Mariana Islands,8,25.0
Guam,17,25.0
Delaware,43,25.0
California,20,25.0
Massachusetts,46,25.0
Georgia,38,25.0
Pennsylvania,3,25.0
American Samoa,21,25.0
Kentucky,3,25.0
District of Columbia,24,25.0
Minnesota,0,25.0
Oregon,36,25.0
Kansas,5,25.0
Maine,7,25.0
Alabama,25,25.0
Wyoming,37,25.0
Guam,29,25.0
Alaska,10,25.0
Hawaii,4,25.0
Louisiana,47,25.0
Indiana,51,25.0
Massachusetts,21,25.0
Northern Mariana Islands,15,25.0
South Dakota,53,25.0
Minnesota,52,25.0
Delaware,44,25.0
California,15,25.0
Idaho,49,25.0
West Virginia,0,25.0
New Jersey,26,25.0
Alaska,47,25.0
Michigan,17,25.0
American Samoa,12,25.0
Kentucky,4,25.0
New Jersey,52,25.0
Wisconsin,48,25.0
District of Columbia,17,25.0
Oklahoma,32,25.0
Minnesota,9,25.0
Ohio,49,25.0
Oregon,47,25.0
Maine,14,25.0
Alabama,30,25.0
Wyoming,44,25.0
Hawaii,13,25.0
Louisiana,48,25.0
Indiana,42,25.0
North Dakota,46,25.0
South Dakota,14,25.0
Texas,6,25.0
Delaware,37,25.0
California,6,25.0
Montana,9,25.0
Michigan,24,25.0
American Samoa,7,25.0
New Hampshire,30,25.0
New York,13,25.0
Ohio,40,25.0
Wyoming,5,25.0
Maine,9,25.0
Alabama,23,25.0
Wyoming,51,25.0
Michigan,53,25.0
Missouri,35,25.0
Tennessee,44,25.0
Indiana,33,25.0
Connecticut,19,25.0
Pennsylvania,12,25.0
South Dakota,7,25.0
Texas,9,25.0
California,1,25.0
Idaho,35,25.0
Montana,2,25.0
Nevada,44,25.0
Missouri,19,25.0
Georgia,34,25.0
Wisconsin,46,25.0
New Hampshire,23,25.0
Ohio,35,25.0
Oregon,17,25.0
South Carolina,47,25.0
Mississippi,42,25.0
Alabama,44,25.0
Georgia,14,25.0
Missouri,42,25.0
Nebraska,29,25.0
Louisiana,2,25.0
Tennessee,35,25.0
Connecticut,10,25.0
South Dakota,24,25.0
Nebraska,47,25.0
Texas,16,25.0
Idaho,44,25.0
Montana,27,25.0
Vermont,27,25.0
New York,30,25.0
Massachusetts,11,25.0
Colorado,38,25.0
New Mexico,50,25.0
Nevada,37,25.0
Illinois,53,25.0
Minnesota,46,25.0
American Samoa,49,25.0
New Hampshire,25,25.0
Kentucky,47,25.0
Tennessee,17,25.0
Wisconsin,37,25.0
New Hampshire,12,25.0
Washington,15,25.0
Iowa,26,25.0
Oregon,24,25.0
Mississippi,33,25.0
Colorado,1,25.0
Wyoming,1,25.0
West Virginia,15,25.0
Missouri,45,25.0
Nebraska,22,25.0
Louisiana,11,25.0
New Jersey,43,25.0
Connecticut,5,25.0
South Dakota,17,25.0
Texas,27,25.0
Arizona,16,25.0
California,51,25.0
Idaho,21,25.0
Montana,28,25.0
Vermont,18,25.0
American Samoa,40,25.0
North Carolina,35,25.0
Kentucky,32,25.0
New Hampshire,5,25.0
Washington,4,25.0
Arkansas,33,25.0
Iowa,21,25.0
Maryland,29,25.0
Oregon,3,25.0
Wyoming,8,25.0
Missouri,20,25.0
Guam,4,25.0
Louisiana,12,25.0
New Jersey,32,25.0
Rhode Island,45,25.0
Northern Mariana Islands,52,25.0
Arizona,25,25.0
California,42,25.0
Idaho,30,25.0
Wyoming,25,25.0
Vermont,13,25.0
Hawaii,44,25.0
New Mexico,32,25.0
Florida,33,25.0
Nevada,51,25.0
South Carolina,37,25.0
American Samoa,35,25.0
North Carolina,40,25.0
New Hampshire,2,25.0
Washington,29,25.0
Arkansas,42,25.0
Iowa,12,25.0
Maryland,26,25.0
Oregon,10,25.0
Virgin Islands,23,25.0
Alabama,51,25.0
Wyoming,15,25.0
Guam,53,25.0
Missouri,31,25.0
Guam,3,25.0
Virginia,1,25.0
Louisiana,21,25.0
New Jersey,25,25.0
Virginia,11,25.0
Nebraska,39,25.0
Rhode Island,36,25.0
Texas,37,25.0
Arizona,2,25.0
California,37,25.0
Idaho,7,25.0
Montana,46,25.0
Vermont,4,25.0
New Jersey,19,25.0
New Mexico,41,25.0
Florida,42,25.0
Utah,32,25.0
Nevada,8,25.0
Illinois,34,25.0
South Carolina,42,25.0
North Carolina,49,25.0
Nebraska,19,25.0
Virginia,48,25.0
Kansas,46,25.0
Kansas,0,25.0
Nebraska,30,25.0
Washington,18,25.0
Arkansas,19,25.0
Iowa,7,25.0
Maryland,19,25.0
Mississippi,14,25.0
Virgin Islands,30,25.0
Northern Mariana Islands,49,25.0
Wyoming,22,25.0
Minnesota,27,25.0
Hawaii,51,25.0
Nebraska,1,25.0
Virginia,8,25.0
Louisiana,30,25.0
New Jersey,30,25.0
Missouri,5,25.0
Connecticut,46,25.0
Rhode Island,35,25.0
Missouri,30,25.0
Arizona,11,25.0
Idaho,0,25.0
Montana,39,25.0
Colorado,13,25.0
New Mexico,46,25.0
Florida,51,25.0
Utah,43,25.0
Nevada,1,25.0
Illinois,41,25.0
South Carolina,51,25.0
Colorado,24,25.0
Georgia,17,25.0
North Dakota,30,25.0
Colorado,19,25.0
Michigan,7,25.0
New Hampshire,48,25.0
Washington,43,25.0
Guam,0,25.0
Colorado,14,25.0
Arkansas,28,25.0
Maryland,8,25.0
Mississippi,5,25.0
Virgin Islands,1,25.0
Wyoming,29,25.0
Colorado,52,25.0
Missouri,9,25.0
Guam,49,25.0
Alaska,6,25.0
Virginia,15,25.0
New Jersey,23,25.0
Colorado,8,25.0
Alaska,27,25.0
Connecticut,41,25.0
Michigan,38,25.0
Arizona,12,25.0
North Dakota,39,25.0
Idaho,9,25.0
North Dakota,17,25.0
New Mexico,23,25.0
Utah,50,25.0
District of Columbia,40,25.0
Nevada,6,25.0
Illinois,16,25.0
New York,52,25.0
Oklahoma,15,25.0
Missouri,26,25.0
North Carolina,7,25.0
North Dakota,23,25.0
New Hampshire,41,25.0
Washington,32,25.0
Arkansas,5,25.0
Maryland,1,25.0
Mississippi,28,25.0
Virgin Islands,8,25.0
Nebraska,51,25.0
Virginia,22,25.0
West Virginia,48,25.0
New Jersey,12,25.0
New Jersey,34,25.0
Pennsylvania,30,25.0
Connecticut,32,25.0
Rhode Island,49,25.0
Guam,35,25.0
Michigan,33,25.0
Arizona,53,25.0
Montana,49,25.0
Vermont,49,25.0
New York,23,25.0
Massachusetts,48,25.0
North Dakota,19,25.0
New Mexico,28,25.0
Florida,5,25.0
Utah,53,25.0
District of Columbia,33,25.0
Nevada,31,25.0
Illinois,31,25.0
South Carolina,1,25.0
Oklahoma,6,25.0
North Carolina,12,25.0
North Dakota,8,25.0
New Hampshire,38,25.0
Arkansas,14,25.0
Iowa,48,25.0
Indiana,26,25.0
Mississippi,27,25.0
Virgin Islands,51,25.0
Northern Mariana Islands,38,25.0
Nebraska,44,25.0
Massachusetts,12,25.0
West Virginia,41,25.0
Tennessee,20,25.0
Rhode Island,8,25.0
Michigan,40,25.0
Colorado,25,25.0
Vermont,40,25.0
Pennsylvania,33,25.0
Florida,14,25.0
Nevada,20,25.0
Illinois,6,25.0
South Carolina,6,25.0
Minnesota,34,25.0
New Jersey,50,25.0
North Carolina,21,25.0
Kansas,35,25.0
Alabama,47,25.0
Iowa,43,25.0
Indiana,17,25.0
Mississippi,18,25.0
Northern Mariana Islands,45,25.0
Pennsylvania,4,25.0
Delaware,14,25.0
Guam,46,25.0
Massachusetts,53,25.0
West Virginia,34,25.0
Rhode Island,7,25.0
Pennsylvania,38,25.0
Arizona,39,25.0
Missouri,43,25.0
Vermont,35,25.0
Wisconsin,30,25.0
New Mexico,10,25.0
Florida,23,25.0
Utah,7,25.0
Alaska,19,25.0
Illinois,13,25.0
South Carolina,15,25.0
Oklahoma,20,25.0
Ohio,19,25.0
North Carolina,18,25.0
New York,43,25.0
Kansas,24,25.0
Maine,32,25.0
Iowa,34,25.0
Maryland,44,25.0
Indiana,8,25.0
Wisconsin,1,25.0
Northern Mariana Islands,20,25.0
New York,37,25.0
South Dakota,40,25.0
Delaware,7,25.0
Virginia,43,25.0
West Virginia,27,25.0
New York,6,25.0
Virginia,18,25.0
Rhode Island,30,25.0
Pennsylvania,47,25.0
Oklahoma,25,25.0
Arizona,40,25.0
Kentucky,31,25.0
New Jersey,8,25.0
Wisconsin,21,25.0
Florida,16,25.0
Utah,14,25.0
District of Columbia,12,25.0
South Carolina,20,25.0
Oklahoma,19,25.0
Ohio,10,25.0
North Carolina,27,25.0
North Dakota,51,25.0
Maine,43,25.0
Kansas,39,25.0
Maryland,37,25.0
Indiana,15,25.0
Virgin Islands,36,25.0
Northern Mariana Islands,27,25.0
South Dakota,33,25.0
Delaware,24,25.0
Virginia,50,25.0
West Virginia,28,25.0
Michigan,37,25.0
Rhode Island,21,25.0
Pennsylvania,16,25.0
Georgia,32,25.0
American Samoa,24,25.0
Kentucky,16,25.0
Wisconsin,12,25.0
Florida,25,25.0
Utah,17,25.0
District of Columbia,5,25.0
South Carolina,29,25.0
Minnesota,21,25.0
Ohio,5,25.0
Georgia,24,25.0
Oregon,51,25.0
North Dakota,52,25.0
Maine,18,25.0
Alabama,10,25.0
Michigan,14,25.0
Maryland,34,25.0
Indiana,6,25.0
Virgin Islands,47,25.0
Northern Mariana Islands,2,25.0
Alabama,53,25.0
Delaware,17,25.0
California,26,25.0
Massachusetts,40,25.0
West Virginia,21,25.0
Michigan,12,25.0
American Samoa,19,25.0
Kentucky,9,25.0
Wisconsin,3,25.0
Utah,24,25.0
District of Columbia,2,25.0
District of Columbia,37,25.0
Minnesota,30,25.0
Missouri,29,25.0
North Dakota,45,25.0
Maine,29,25.0
Nebraska,0,25.0
Alabama,3,25.0
Nebraska,6,25.0
Louisiana,37,25.0
Massachusetts,18,25.0
Northern Mariana Islands,9,25.0
South Dakota,51,25.0
Connecticut,24,25.0
Delaware,42,25.0
California,21,25.0
West Virginia,14,25.0
New Jersey,27,25.0
Alaska,46,25.0
Pennsylvania,2,25.0
American Samoa,10,25.0
Kentucky,2,25.0
Colorado,40,25.0
District of Columbia,27,25.0
Oklahoma,39,25.0
Minnesota,7,25.0
Oregon,37,25.0
North Dakota,38,25.0
Maine,4,25.0
Alabama,24,25.0
Georgia,18,25.0
Hawaii,3,25.0
Louisiana,46,25.0
Indiana,52,25.0
Connecticut,30,25.0
South Dakota,52,25.0
Delaware,35,25.0
California,12,25.0
Idaho,48,25.0
West Virginia,7,25.0
Nebraska,41,25.0
Michigan,30,25.0
American Samoa,13,25.0
Wisconsin,49,25.0
Nebraska,10,25.0
District of Columbia,16,25.0
Minnesota,8,25.0
Ohio,46,25.0
Oregon,44,25.0
Maine,15,25.0
Alabama,17,25.0
Wyoming,45,25.0
Hawaii,12,25.0
Indiana,43,25.0
Connecticut,25,25.0
Pennsylvania,13,25.0
South Dakota,13,25.0
Texas,7,25.0
Delaware,36,25.0
California,7,25.0
Montana,8,25.0
Missouri,7,25.0
Minnesota,43,25.0
Michigan,25,25.0
American Samoa,4,25.0
Guam,42,25.0
Hawaii,39,25.0
Guam,39,25.0
Wisconsin,40,25.0
Guam,30,25.0
Colorado,26,25.0
Arkansas,53,25.0
Ohio,41,25.0
Oregon,23,25.0
South Carolina,44,25.0
Guam,9,25.0
Mississippi,44,25.0
Alabama,22,25.0
Alaska,37,25.0
Guam,6,25.0
Missouri,32,25.0
Guam,19,25.0
Tennessee,45,25.0
Indiana,34,25.0
North Dakota,47,25.0
Connecticut,16,25.0
South Dakota,6,25.0
Texas,14,25.0
Idaho,34,25.0
Montana,1,25.0
New York,31,25.0
Alaska,25,25.0
Virginia,25,25.0
Colorado,39,25.0
Nevada,47,25.0
Oklahoma,16,25.0
Kentucky,53,25.0
New Jersey,1,25.0
Wisconsin,47,25.0
New Hampshire,22,25.0
Washington,9,25.0
Guam,13,25.0
Ohio,32,25.0
Oregon,30,25.0
Mississippi,43,25.0
Colorado,2,25.0
Georgia,15,25.0
Hawaii,30,25.0
Guam,23,25.0
New Hampshire,53,25.0
Louisiana,1,25.0
New Jersey,53,25.0
Connecticut,11,25.0
South Dakota,31,25.0
Texas,17,25.0
Oregon,22,25.0
Idaho,43,25.0
Montana,26,25.0
Vermont,24,25.0
New Mexico,53,25.0
Nevada,36,25.0
North Carolina,37,25.0
Kentucky,46,25.0
Wisconsin,38,25.0
New Hampshire,15,25.0
Washington,14,25.0
Arkansas,39,25.0
Iowa,27,25.0
Georgia,7,25.0
Oregon,25,25.0
Mississippi,34,25.0
Alabama,36,25.0
Wyoming,2,25.0
Missouri,18,25.0
Nebraska,21,25.0
Louisiana,10,25.0
New Jersey,42,25.0
Connecticut,2,25.0
South Dakota,16,25.0
Texas,24,25.0
Arizona,23,25.0
Hawaii,22,25.0
Idaho,20,25.0
Montana,19,25.0
Vermont,19,25.0
District of Columbia,13,25.0
Florida,39,25.0
